medal;country;athlete_name;games;sport;event;sex
3;Italy;Domenico MATTEUCCI;United States;Shooting;25m rapid fire pistol;Men's
3;Italy;Gastone PIERINI;United States;Weightlifting;60 - 67.5kg (lightweight);Men's
3;Italy;Ercole GALLEGATI;United States;Wrestling Greco-Roman;66 - 72kg (welterweight);Men's
3;Italy;Mario GRUPPIONI;United States;Wrestling Greco-Roman;79 - 87kg (light-heavyweight);Men's
1;Italy;Ondina VALLA;Germany;Athletics;80m hurdles;Women's
1;Italy;Ulderico SERGO;Germany;Boxing;50.8 - 53.52kg (bantamweight);Men's
1;Italy;Franco RICCARDI;Germany;Fencing;épée individual;Men's
1;Italy;Alfredo PEZZANA/Giancarlo BRUSATI/Edoardo MANGIAROTTI/Giancarlo CORNAGGIA-MEDICI/Saverio RAGNO/Franco RICCARDI;Germany;Fencing;épée team;Men's
1;Italy;Giulio GAUDINI;Germany;Fencing;foil individual;Men's
1;Italy;Giulio GAUDINI/Gustavo MARZI/Giorgio BOCCHINO/Ciro VERRATTI/Manlio DI ROSA/Gioacchino GUARAGNA;Germany;Fencing;foil team;Men's
1;Italy;Pietro RAVA/Alfredo FONI/Luigi SCARABELLO/Sergio BERTONI/Ugo LOCATELLI/Achille PICCINI/Bruno VENTURINI/Annibale FROSSI/Libero MARCHINI/Giulio CAPPELLI/Giuseppe BALDO/Carlo BIAGI/Alfonso NEGRO/Francesco GABRIOTTI;Germany;Football;football;Men's
1;Italy;Bruno BIANCHI/Enrico POGGI/Giovanni REGGIO/Luigi POGGI/Domenico MORDINI/Luigi DE MANINCOR;Germany;Sailing;8m;Mixed
2;Italy;Mario LANZI;Germany;Athletics;800m;Men's
2;Italy;Orazio MARIANI/Elio RAGNI/Gianni CALDANA/Tullio GONNELLI;Germany;Athletics;4x100m relay;Men's
2;Italy;Gavino MATTA;Germany;Boxing;- 50.8kg (flyweight);Men's
2;Italy;Bianco BIANCHI/Mario GENTILI/Severino RIGONI/Armando LATINI;Germany;Cycling Track;Team Pursuit (4000m);Men's
2;Italy;Saverio RAGNO;Germany;Fencing;épée individual;Men's
2;Italy;Gustavo MARZI;Germany;Fencing;sabre individual;Men's
2;Italy;Gustavo MARZI/Aldo MONTANO/Giulio GAUDINI/Aldo MASCIOTTA/Vincenzo PINTON/Athos TANZINI;Germany;Fencing;sabre team;Men's
2;Italy;Almiro BERGAMO/Luciano NEGRINI/Guido SANTIN;Germany;Rowing;pair-oared shell with coxswain;Men's
2;Italy;Guglielmo DEL BIMBO/Dante SECCHI/Oreste GROSSI/Enzo BARTOLINI/Enrico GARZELLI/Dino BARSOTTI/Cesare MILANI/Ottorino QUAGLIERINI/Mario CHECCACCI;Germany;Rowing;eight with coxswain (8+);Men's
3;Italy;Luigi BECCALI;Germany;Athletics;1500m;Men's
3;Italy;Giorgio OBERWEGER;Germany;Athletics;discus throw;Men's
3;Italy;Giancarlo CORNAGGIA-MEDICI;Germany;Fencing;épée individual;Men's
3;Italy;Giorgio BOCCHINO;Germany;Fencing;foil individual;Men's
3;Italy;Silvano ABBA;Germany;Modern Pentathlon;individual competition;Men's
1;Italy;Adolfo CONSOLINI;Great Britain;Athletics;discus throw;Men's
1;Italy;Ernesto FORMENTI;Great Britain;Boxing;54 - 58kg (featherweight);Men's
1;Italy;Mario GHELLA;Great Britain;Cycling Track;sprint individual;Men's
1;Italy;Renato PERONA/Ferdinando TERRUZZI;Great Britain;Cycling Track;2000m tandem;Men's
1;Italy;Luigi CANTONE;Great Britain;Fencing;épée individual;Men's
1;Italy;Elio MORILLE/Giuseppe MOIOLI/Franco FAGGI/Giovanni INVERNIZZI;Great Britain;Rowing;four without coxswain (4-);Men's
1;Italy;Geminio OGNIO/Cesare RUBINI/Aldo GHIRA/Gianfranco PANDOLFINI/Ermenegildo ARENA/Emilio BULGARELLI/Tullio PANDOLFINI/Pasquale BUONOCORE/Mario MAIONI;Great Britain;Water Polo;water polo;Men's
1;Italy;Pietro LOMBARDI;Great Britain;Wrestling Greco-Roman;- 52kg (flyweight);Men's
2;Italy;Giuseppe TOSI;Great Britain;Athletics;discus throw;Men's
2;Italy;Amelia PICCININI;Great Britain;Athletics;shot put;Women's
2;Italy;Edera CORDIALE-GENTILE;Great Britain;Athletics;discus throw;Women's
2;Italy;Spartaco BANDINELLI;Great Britain;Boxing;- 51kg (flyweight);Men's
2;Italy;Giovanni Battista ZUDDAS;Great Britain;Boxing;51 - 54kg (bantamweight);Men's
2;Italy;Rino PUCCI/Guido BERNARDI/Anselmo CITTERIO/Arnaldo BENFENATI;Great Britain;Cycling Track;Team Pursuit (4000m);Men's
2;Italy;Edoardo MANGIAROTTI/Carlo AGOSTONI/Marc Antonio MANDRUZZATO/Dario MANGIAROTTI/Fiorenzo MARINI/Luigi CANTONE;Great Britain;Fencing;épée team;Men's
2;Italy;Manlio DI ROSA/Giorgio PELLINI/Renzo NOSTINI/Edoardo MANGIAROTTI/Saverio RAGNO/Giuliano NOSTINI;Great Britain;Fencing;foil team;Men's
2;Italy;Vincenzo PINTON;Great Britain;Fencing;sabre individual;Men's
2;Italy;Renzo NOSTINI/Gastone DARE/Carlo TURCATO/Vincenzo PINTON/Aldo MONTANO/Mauro RACCA;Great Britain;Fencing;sabre team;Men's
2;Italy;Alberto RADI/Aldo TARLAO/Giovanni STEFFÉ;Great Britain;Rowing;pair-oared shell with coxswain;Men's
3;Italy;Carlo MONTI/Enrico PERRUCCONI/Michele TITO/Antonio SIDDI;Great Britain;Athletics;4x100m relay;Men's
3;Italy;Alessandro D'OTTAVIO;Great Britain;Boxing;62 - 67kg (welterweight);Men's
3;Italy;Ivano FONTANA;Great Britain;Boxing;67 - 73kg (middleweight);Men's
3;Italy;Edoardo MANGIAROTTI;Great Britain;Fencing;épée individual;Men's
3;Italy;Romolo CATASTA;Great Britain;Rowing;single sculls (1x);Men's
3;Italy;Bruno BONI/Felice FANETTI;Great Britain;Rowing;pair without coxswain (2-);Men's
3;Italy;Ercole GALLEGATI;Great Britain;Wrestling Greco-Roman;73 - 79kg (middleweight);Men's
3;Italy;Guido FANTONI;Great Britain;Wrestling Greco-Roman;+ 87kg (super heavyweight);Men's
1;Italy;Nino BIBBIA;Switzerland;Skeleton;individual;Men's
1;Italy;Giuseppe DORDONI;Finland;Athletics;50km walk;Men's
1;Italy;Aureliano BOLOGNESI;Finland;Boxing;57 - 60kg (lightweight);Men's
1;Italy;Enzo SACCHI;Finland;Cycling Track;sprint individual;Men's
1;Italy;Marino MORETTINI/Loris CAMPANA/Mino DE ROSSI/Guido MESSINA;Finland;Cycling Track;Team Pursuit (4000m);Men's
1;Italy;Edoardo MANGIAROTTI;Finland;Fencing;épée individual;Men's
1;Italy;Roberto BATTAGLIA/Edoardo MANGIAROTTI/Franco BERTINETTI/Carlo PAVESI/Dario MANGIAROTTI/Giuseppe DELFINO;Finland;Fencing;épée team;Men's
1;Italy;Irene CAMBER;Finland;Fencing;foil individual;Women's
1;Italy;Agostino STRAULINO/Nicolo RODE;Finland;Sailing;two-person keelboat (Star);Mixed
2;Italy;Adolfo CONSOLINI;Finland;Athletics;discus throw;Men's
2;Italy;Sergio CAPRARI;Finland;Boxing;54 - 57kg (featherweight);Men's
2;Italy;Dino BRUNI/Vincenzo ZUCCONELLI/Gianni GHIDINI;Finland;Cycling Road;team time trial;Men's
2;Italy;Marino MORETTINI;Finland;Cycling Track;1km time trial;Men's
2;Italy;Dario MANGIAROTTI;Finland;Fencing;épée individual;Men's
2;Italy;Edoardo MANGIAROTTI;Finland;Fencing;foil individual;Men's
2;Italy;Giorgio PELLINI/Manlio DI ROSA/Renzo NOSTINI/Edoardo MANGIAROTTI/Antonio SPALLINO/Giancarlo BERGAMINI;Finland;Fencing;foil team;Men's
2;Italy;Vincenzo PINTON/Giorgio PELLINI/Renzo NOSTINI/Gastone DARE/Roberto FERRARI/Mauro RACCA;Finland;Fencing;sabre team;Men's
2;Italy;Ignazio FABRA;Finland;Wrestling Greco-Roman;- 52kg (flyweight);Men's
3;Italy;Bruno VISINTIN;Finland;Boxing;60 - 63.5kg (light-welterweight);Men's
3;Italy;Cesare PINARELLO/Antonio MASPES;Finland;Cycling Track;2000m tandem;Men's
3;Italy;Manlio DI ROSA;Finland;Fencing;foil individual;Men's
3;Italy;Raffaello GAMBINO/Renato TRAIOLA/Carlo PERETTI/Maurizio MANNELLI/Cesare RUBINI/Lucio CECCARINI/Ermenegildo ARENA/Vincenzo POLITO/Salvatore GIONTA/Geminio OGNIO/Renato DE SANZUANE;Finland;Water Polo;water polo;Men's
1;Italy;Zeno COLO;Norway;Alpine Skiing;downhill;Men's
3;Italy;Giuliana CHENAL-MINUZZO;Norway;Alpine Skiing;downhill;Women's
1;Italy;Ercole BALDINI;Australia / Sweden;Cycling Road;individual road race;Men's
1;Italy;Leandro FAGGIN;Australia / Sweden;Cycling Track;1km time trial;Men's
1;Italy;Leandro FAGGIN/Antonio DOMENICALI/Valentino GASPARELLA/Franco GANDINI;Australia / Sweden;Cycling Track;Team Pursuit (4000m);Men's
1;Italy;Carlo PAVESI;Australia / Sweden;Fencing;épée individual;Men's
1;Italy;Franco BERTINETTI/Giuseppe DELFINO/Carlo PAVESI/Alberto PELLEGRINO/Edoardo MANGIAROTTI/Giorgio ANGLESIO;Australia / Sweden;Fencing;épée team;Men's
1;Italy;Luigi CARPANEDA/Antonio SPALLINO/Vittorio LUCARELLI/Giancarlo BERGAMINI/Manlio DI ROSA/Edoardo MANGIAROTTI;Australia / Sweden;Fencing;foil team;Men's
1;Italy;Romano SGHEIZ/Angelo VANZIN/Alberto WINKLER/Franco TRINCAVELLI/Ivo STEFANONI;Australia / Sweden;Rowing;four-oared shell with coxswain;Men's
1;Italy;Galliano ROSSINI;Australia / Sweden;Shooting;Trap;Men's
2;Italy;Franco NENCI;Australia / Sweden;Boxing;60 - 63.5kg (light-welterweight);Men's
2;Italy;Guglielmo PESENTI;Australia / Sweden;Cycling Track;sprint individual;Men's
2;Italy;Raimondo D'INZEO;Australia / Sweden;Equestrian Jumping;individual;Mixed
2;Italy;Piero D'INZEO/Raimondo D'INZEO/Salvatore OPPES;Australia / Sweden;Equestrian Jumping;team;Mixed
2;Italy;Giuseppe DELFINO;Australia / Sweden;Fencing;épée individual;Men's
2;Italy;Giancarlo BERGAMINI;Australia / Sweden;Fencing;foil individual;Men's
2;Italy;Agostino STRAULINO/Nicolo RODE;Australia / Sweden;Sailing;two-person keelboat (Star);Mixed
2;Italy;Ignazio FABRA;Australia / Sweden;Wrestling Greco-Roman;- 52kg (flyweight);Men's
3;Italy;Giacomo BOZZANO;Australia / Sweden;Boxing;+ 81kg (heavyweight);Men's
3;Italy;Cesare PINARELLO/Giuseppe OGNA;Australia / Sweden;Cycling Track;2000m tandem;Men's
3;Italy;Piero D'INZEO;Australia / Sweden;Equestrian Jumping;individual;Mixed
3;Italy;Edoardo MANGIAROTTI;Australia / Sweden;Fencing;épée individual;Men's
3;Italy;Antonio SPALLINO;Australia / Sweden;Fencing;foil individual;Men's
3;Italy;Alessandro CICERI;Australia / Sweden;Shooting;Trap;Men's
3;Italy;Ermanno PIGNATTI;Australia / Sweden;Weightlifting;67.5 - 75kg (middleweight);Men's
3;Italy;Alberto PIGAIANI;Australia / Sweden;Weightlifting;+ 90kg (heavyweight);Men's
3;Italy;Adelmo BULGARELLI;Australia / Sweden;Wrestling Greco-Roman;+ 87kg (super heavyweight);Men's
1;Italy;Lamberto DALLA COSTA/Giacomo CONTI;Italy;Bobsleigh;two-man;Men's
2;Italy;Renzo ALVERÀ/Eugenio MONTI;Italy;Bobsleigh;two-man;Men's
2;Italy;Renato MOCELLINI/Ulrico GIRARDI/Renzo ALVERÀ/Eugenio MONTI;Italy;Bobsleigh;four-man;Men's
1;Italy;Livio BERRUTI;Italy;Athletics;200m;Men's
1;Italy;Francesco MUSSO;Italy;Boxing;54 - 57kg (featherweight);Men's
1;Italy;Giovanni BENVENUTI;Italy;Boxing;63.5 - 67kg (welterweight);Men's
1;Italy;Francesco DE PICCOLI;Italy;Boxing;+ 81kg (heavyweight);Men's
1;Italy;Livio TRAPE/Giacomo FORNONI/Ottavio COGLIATI/Antonio BAILETTI;Italy;Cycling Road;team time trial;Men's
1;Italy;Sante GAIARDONI;Italy;Cycling Track;sprint individual;Men's
1;Italy;Sante GAIARDONI;Italy;Cycling Track;1km time trial;Men's
1;Italy;Giuseppe BEGHETTO/Sergio BIANCHETTO;Italy;Cycling Track;2000m tandem;Men's
1;Italy;Marino VIGNA/Mario VALLOTTO/Franco TESTA/Luigi ARIENTI;Italy;Cycling Track;Team Pursuit (4000m);Men's
1;Italy;Raimondo D'INZEO;Italy;Equestrian Jumping;individual;Mixed
1;Italy;Giuseppe DELFINO;Italy;Fencing;épée individual;Men's
1;Italy;Edoardo MANGIAROTTI/Carlo PAVESI/Alberto PELLEGRINO/Gianluigi SACCARO/Fiorenzo MARINI/Giuseppe DELFINO;Italy;Fencing;épée team;Men's
1;Italy;Gianni LONZI/Rosario PARMEGIANI/Salvatore GIONTA/Danio BARDI/Dante ROSSI/Giancarlo GUERRINI/Amedeo AMBRON/Giuseppe D'ALTRUI/Luigi MANNELLI/Eraldo PIZZO/Brunello SPINELLI/Franco LAVORATORI;Italy;Water Polo;water polo;Men's
2;Italy;Primo ZAMPARINI;Italy;Boxing;51 - 54kg (bantamweight);Men's
2;Italy;Alessandro LOPOPOLO;Italy;Boxing;57 - 60kg (lightweight);Men's
2;Italy;Carmelo BOSSI;Italy;Boxing;67 - 71kg (light-middleweight);Men's
2;Italy;Francesco LA MACCHIA/Aldo DEZI;Italy;Canoe Sprint;C-2 1000m (canoe double);Men's
2;Italy;Livio TRAPE;Italy;Cycling Road;individual road race;Men's
2;Italy;Piero D'INZEO;Italy;Equestrian Jumping;individual;Mixed
2;Italy;Aldo AUREGGI/Edoardo MANGIAROTTI/Luigi CARPANEDA/Alberto PELLEGRINO/Mario CURLETTO;Italy;Fencing;foil team;Men's
2;Italy;Giovanni CARMINUCCI;Italy;Gymnastics Artistic;parallel bars;Men's
2;Italy;Renato BOSATTA/Giancarlo CROSTA/Tullio BARAGLIA/Giuseppe GALANTE;Italy;Rowing;four without coxswain (4-);Men's
2;Italy;Galliano ROSSINI;Italy;Shooting;Trap;Men's
3;Italy;Abdon PAMICH;Italy;Athletics;50km walk;Men's
3;Italy;Giuseppina LEONE;Italy;Athletics;100m;Women's
3;Italy;Giulio SARAUDI;Italy;Boxing;75 - 81kg (light-heavyweight);Men's
3;Italy;Valentino GASPARELLA;Italy;Cycling Track;sprint individual;Men's
3;Italy;Raimondo D'INZEO/Antonio OPPES/Piero D'INZEO;Italy;Equestrian Jumping;team;Mixed
3;Italy;Wladimiro CALARESE;Italy;Fencing;sabre individual;Men's
3;Italy;Giampaolo CALANCHINI/Mario RAVAGNAN/Wladimiro CALARESE/Roberto FERRARI/Pierluigi CHICCA;Italy;Fencing;sabre team;Men's
3;Italy;Irene CAMBER/Velleda CESARI/Antonella RAGNO/Bruna COLOMBETTI/Claudia PASINI;Italy;Fencing;foil team;Women's
3;Italy;Angelo VICARDI/Gianfranco MARZOLLA/Orlando POLMONARI/Pasquale CARMINUCCI/Franco MENICHELLI/Giovanni CARMINUCCI;Italy;Gymnastics Artistic;team competition;Men's
3;Italy;Franco MENICHELLI;Italy;Gymnastics Artistic;floor exercises;Men's
3;Italy;Ivo STEFANONI/Giovanni ZUCCHI/Romano SGHEIZ/Franco TRINCAVELLI/Fulvio BALATTI;Italy;Rowing;four-oared shell with coxswain;Men's
3;Italy;Antonio CICILIANO/Antonio COSENTINO/Giulio DE STEFANO;Italy;Sailing;dragon;Mixed
3;Italy;Sebastiano MANNIRONI;Italy;Weightlifting;56 - 60kg (featherweight);Men's
3;Italy;Giuliana CHENAL-MINUZZO;United States;Alpine Skiing;giant slalom;Women's
1;Italy;Abdon PAMICH;Japan;Athletics;50km walk;Men's
1;Italy;Fernando ATZORI;Japan;Boxing;- 51kg (flyweight);Men's
1;Italy;Cosimo PINTO;Japan;Boxing;75 - 81kg (light-heavyweight);Men's
1;Italy;Mario ZANIN;Japan;Cycling Road;individual road race;Men's
1;Italy;Giovanni PETTENELLA;Japan;Cycling Track;sprint individual;Men's
1;Italy;Sergio BIANCHETTO/Angelo DAMIANO;Japan;Cycling Track;2000m tandem;Men's
1;Italy;Mauro CHECCOLI;Japan;Equestrian Eventing;individual;Mixed
1;Italy;Giuseppe RAVANO/Mauro CHECCOLI/Paolo ANGIONI;Japan;Equestrian Eventing;team;Mixed
1;Italy;Franco MENICHELLI;Japan;Gymnastics Artistic;floor exercises;Men's
1;Italy;Ennio MATTARELLI;Japan;Shooting;Trap;Men's
2;Italy;Severino ANDREOLI/Luciano DALLA BONA/Ferruccio MANZA/Pietro GUERRA;Japan;Cycling Road;team time trial;Men's
2;Italy;Sergio BIANCHETTO;Japan;Cycling Track;sprint individual;Men's
2;Italy;Giorgio URSI;Japan;Cycling Track;individual pursuit;Men's
2;Italy;Giovanni PETTENELLA;Japan;Cycling Track;1km time trial;Men's
2;Italy;Vincenzo MANTOVANI/Franco TESTA/Carlo RANCATI/Luigi RONCAGLIA;Japan;Cycling Track;Team Pursuit (4000m);Men's
2;Italy;Klaus DIBIASI;Japan;Diving;10m platform;Men's
2;Italy;Gianfranco PAOLUCCI/Giuseppe DELFINO/Gianluigi SACCARO/Alberto PELLEGRINO/Giovanni BATTISTA BREDA;Japan;Fencing;épée team;Men's
2;Italy;Mario RAVAGNAN/Cesare SALVADORI/Giampaolo CALANCHINI/Pierluigi CHICCA/Wladimiro CALARESE;Japan;Fencing;sabre team;Men's
2;Italy;Franco MENICHELLI;Japan;Gymnastics Artistic;rings;Men's
2;Italy;Giuseppe GALANTE/Franco DE PEDRINA/Emilio TRIVINI/Giovanni SPINOLA/Renato BOSATTA;Japan;Rowing;four-oared shell with coxswain;Men's
3;Italy;Salvatore MORALE;Japan;Athletics;400m hurdles;Men's
3;Italy;Silvano BERTINI;Japan;Boxing;63.5 - 67kg (welterweight);Men's
3;Italy;Franco VALLE;Japan;Boxing;71 - 75kg (middleweight);Men's
3;Italy;Giuseppe ROS;Japan;Boxing;+ 81kg (heavyweight);Men's
3;Italy;Piero D'INZEO/Graziano MANCINELLI/Raimondo D'INZEO;Japan;Equestrian Jumping;team;Mixed
3;Italy;Antonella RAGNO;Japan;Fencing;foil individual;Women's
3;Italy;Franco MENICHELLI;Japan;Gymnastics Artistic;parallel bars;Men's
2;Italy;Sergio ZARDINI/Romano BONAGURA;Austria;Bobsleigh;two-man;Men's
3;Italy;Sergio SIORPAES/Eugenio MONTI;Austria;Bobsleigh;two-man;Men's
3;Italy;Benito RIGONI/Sergio SIORPAES/Eugenio MONTI/Gildo SIORPAES;Austria;Bobsleigh;four-man;Men's
3;Italy;Sigisfredo MAIR/Walter AUßENDORFER;Austria;Luge;doubles;Mixed
1;Italy;Pierfranco VIANELLI;Mexico;Cycling Road;individual road race;Men's
1;Italy;Klaus DIBIASI;Mexico;Diving;10m platform;Men's
1;Italy;Bruno CIPOLLA/Primo BARAN/Renzo SAMBO;Mexico;Rowing;pair-oared shell with coxswain;Men's
2;Italy;Giordano TURRINI;Mexico;Cycling Track;sprint individual;Men's
2;Italy;Klaus DIBIASI;Mexico;Diving;3m springboard;Men's
2;Italy;Wladimiro CALARESE/Michele MAFFEI/Cesare SALVADORI/Pierluigi CHICCA/Rolando RIGOLI;Mexico;Fencing;sabre team;Men's
2;Italy;Romano GARAGNANI;Mexico;Shooting;Skeet;Mixed
3;Italy;Eddy OTTOZ;Mexico;Athletics;110m hurdles;Men's
3;Italy;Giuseppe GENTILE;Mexico;Athletics;triple jump;Men's
3;Italy;Giorgio BAMBINI;Mexico;Boxing;+ 81kg (heavyweight);Men's
3;Italy;Vittorio MARCELLI/Giovanni BRAMUCCI/Pierfranco VIANELLI/Mauro SIMONETTI;Mexico;Cycling Road;team time trial;Men's
3;Italy;Cipriano CHEMELLO/Luigi RONCAGLIA/Giorgio MORBIATO/Lorenzo BOSISIO;Mexico;Cycling Track;Team Pursuit (4000m);Men's
3;Italy;Gianluigi SACCARO;Mexico;Fencing;épée individual;Men's
3;Italy;Tullio BARAGLIA/Renato BOSATTA/Pier Angelo CONTI-MANZINI/Abramo ALBINI;Mexico;Rowing;four without coxswain (4-);Men's
3;Italy;Fabio ALBARELLI;Mexico;Sailing;Finn - One Person Dinghy (Heavyweight);Mixed
3;Italy;Camillo GARGANO/Franco CAVALLO;Mexico;Sailing;two-person keelboat (Star);Mixed
1;Italy;Luciano DE PAOLIS/Eugenio MONTI;France;Bobsleigh;two-man;Men's
1;Italy;Mario ARMANO/Eugenio MONTI/Luciano DE PAOLIS/Roberto ZANDONELLA;France;Bobsleigh;four-man;Men's
1;Italy;Franco NONES;France;Cross Country Skiing;30km;Men's
1;Italy;Erica LECHNER;France;Luge;singles;Women's
1;Italy;Klaus DIBIASI;Germany;Diving;10m platform;Men's
1;Italy;Graziano MANCINELLI;Germany;Equestrian Jumping;individual;Mixed
1;Italy;Mario Tullio MONTANO/Mario Aldo MONTANO/Michele MAFFEI/Cesare SALVADORI/Rolando RIGOLI;Germany;Fencing;sabre team;Men's
1;Italy;Antonella RAGNO;Germany;Fencing;foil individual;Women's
1;Italy;Angelo SCALZONE;Germany;Shooting;Trap;Mixed
2;Italy;Giorgio Franco CAGNOTTO;Germany;Diving;3m springboard;Men's
2;Italy;Alessandro ARGENTON;Germany;Equestrian Eventing;individual;Mixed
2;Italy;Novella CALLIGARIS;Germany;Swimming;400m freestyle;Women's
3;Italy;Pietro MENNEA;Germany;Athletics;200m;Men's
3;Italy;Paola PIGNI-CACCHI;Germany;Athletics;1500m;Women's
3;Italy;Giorgio Franco CAGNOTTO;Germany;Diving;10m platform;Men's
3;Italy;Vittorio ORLANDI/Raimondo D'INZEO/Graziano MANCINELLI/Piero D'INZEO;Germany;Equestrian Jumping;team;Mixed
3;Italy;Silvano BASAGNI;Germany;Shooting;Trap;Mixed
3;Italy;Novella CALLIGARIS;Germany;Swimming;800m freestyle;Women's
3;Italy;Novella CALLIGARIS;Germany;Swimming;400m individual medley;Women's
3;Italy;Anselmo SILVINO;Germany;Weightlifting;67.5 - 75kg (middleweight);Men's
3;Italy;Giuseppe BOGNANNI;Germany;Wrestling Greco-Roman;48 - 52kg (flyweight);Men's
3;Italy;Gian Matteo RANZI;Germany;Wrestling Greco-Roman;62 - 68kg (lightweight);Men's
1;Italy;Gustavo THÖNI;Japan;Alpine Skiing;giant slalom;Men's
1;Italy;Paul HILDGARTNER/Walter PLAIKNER;Japan;Luge;doubles;Mixed
2;Italy;Gustavo THÖNI;Japan;Alpine Skiing;slalom;Men's
2;Italy;Corrado DAL FABBRO/Adriano FRASSINELLI/Nevio DE ZORDO/Gianni BONICHON;Japan;Bobsleigh;four-man;Men's
3;Italy;Rolando THÖNI;Japan;Alpine Skiing;slalom;Men's
1;Italy;Klaus DIBIASI;Canada;Diving;10m platform;Men's
1;Italy;Fabio DAL ZOTTO;Canada;Fencing;foil individual;Men's
2;Italy;Sara SIMEONI;Canada;Athletics;high jump;Women's
2;Italy;Giuseppe MARTINELLI;Canada;Cycling Road;individual road race;Men's
2;Italy;Giorgio Franco CAGNOTTO;Canada;Diving;3m springboard;Men's
2;Italy;Attilio CALATRONI/Carlo MONTANO/Giovanni Battista COLETTI/Fabio DAL ZOTTO/Stefano SIMONCELLI;Canada;Fencing;foil team;Men's
2;Italy;Mario Tullio MONTANO/Tommaso MONTANO/Mario Aldo MONTANO/Michele MAFFEI/Angelo ARCIDIACONO;Canada;Fencing;sabre team;Men's
2;Italy;Maria Consolata COLLINO;Canada;Fencing;foil individual;Women's
2;Italy;Marcello DEL DUCA/Roldano SIMEONI/Umberto PANERAI/Alessandro GHIBELLINI/Silvio BARACCHINI/Alberto ALBERANI SAMARITANI/Gianni DE MAGISTRIS/Vincenzo D'ANGELO/Luigi CASTAGNOLA/Sante MARSILI/Riccardo DE MAGISTRIS;Canada;Water Polo;water polo;Men's
3;Italy;Giancarlo FERRARI;Canada;Archery;individual FITA round;Men's
3;Italy;Felice MARIANI;Canada;Judo;- 63kg (lightweight);Men's
3;Italy;Roberto FERRARIS;Canada;Shooting;25m rapid fire pistol;Mixed
3;Italy;Ubaldesco BALDI;Canada;Shooting;Trap;Mixed
1;Italy;Piero GROS;Austria;Alpine Skiing;slalom;Men's
2;Italy;Gustavo THÖNI;Austria;Alpine Skiing;slalom;Men's
2;Italy;Claudia GIORDANI;Austria;Alpine Skiing;slalom;Women's
3;Italy;Herbert PLANK;Austria;Alpine Skiing;downhill;Men's
1;Italy;Pietro MENNEA;USSR;Athletics;200m;Men's
1;Italy;Maurizio DAMILANO;USSR;Athletics;20km walk;Men's
1;Italy;Sara SIMEONI;USSR;Athletics;high jump;Women's
1;Italy;Patrizio OLIVA;USSR;Boxing;60 - 63.5kg (light-welterweight);Men's
1;Italy;Federico Euro ROMAN/ROSSINAN;USSR;Equestrian Eventing;individual;Mixed
1;Italy;Ezio GAMBA;USSR;Judo;65 - 71kg (lightweight);Men's
1;Italy;Luciano GIOVANNETTI;USSR;Shooting;Trap;Mixed
1;Italy;Claudio POLLIO;USSR;Wrestling Freestyle;- 48kg (light-flyweight);Men's
2;Italy;Roberto BRUNAMONTI/Enrico GILARDI/Marco SOLFRINI/Dino MENEGHIN/Renzo VECCHIATIO/Pietro GENERALI/Michael SYLVESTER/Fabrizio DELLA FIORI/Marco BONAMICO/Renato VILLALTA/Pierluigi MARZORATI/Romeo SACCHETTI;USSR;Basketball;basketball;Men's
2;Italy;ROSSINAN/DALEYE/DOURAKINE-4/ROHAN DE LECHEREO/Federico Euro ROMAN/Anna CASAGRANDE/Mauro ROMAN/Marina SCIOCCHETTI;USSR;Equestrian Eventing;team;Mixed
2;Italy;Michele MAFFEI/Marco ROMANO/Giovanni SCALZO/Mario Aldo MONTANO/Ferdinando MEGLIO;USSR;Fencing;sabre team;Men's
3;Italy;Giancarlo FERRARI;USSR;Archery;individual FITA round;Men's
3;Italy;Mauro ZULIANI/Pietro MENNEA/Stefano MALINVERNI/Roberto TOZZI;USSR;Athletics;4x400m relay;Men's
3;Italy;Giorgio Franco CAGNOTTO;USSR;Diving;3m springboard;Men's
3;Italy;Alfio PERABONI/Giorgio GORLA;USSR;Sailing;two-person keelboat (Star);Mixed
2;Italy;Paul HILDGARTNER;United States;Luge;singles;Men's
2;Italy;Peter GSCHNITZER/Karl BRUNNER;United States;Luge;doubles;Mixed
1;Italy;Alberto COVA;United States;Athletics;10000m;Men's
1;Italy;Alessandro ANDREI;United States;Athletics;shot put;Men's
1;Italy;Gabriella DORIO;United States;Athletics;1500m;Women's
1;Italy;Maurizio STECCA;United States;Boxing;51 - 54kg (bantamweight);Men's
